---- Flight Log 55 -aBo ----
0:-0.65,0.52,0.00,0.41,3.36,0.31,403.96,0.00,24.21,4.0,2,0.00,0.00,0.00,0.00
51:-0.64,0.55,0.01,-0.99,2.12,0.80,403.94,0.00,24.21,4.0,2,0.00,0.00,0.00,0.00
101:-0.63,0.59,0.01,0.26,-4.73,0.43,403.96,0.00,24.20,4.0,2,0.00,0.00,0.00,0.00
152:-0.62,0.69,0.01,-1.47,1.08,-0.67,403.91,0.00,24.20,4.0,2,0.00,0.00,0.00,0.00
202:-0.60,0.76,0.02,3.91,-3.02,-0.79,403.83,0.00,24.20,4.0,2,0.00,0.00,0.00,0.00
253:-0.61,0.85,0.02,0.32,-0.98,0.13,403.85,0.00,24.19,4.0,2,0.00,0.00,0.00,0.00
303:-0.60,0.93,0.02,-1.22,1.24,1.04,403.84,0.00,24.19,3.9,2,0.00,0.00,0.00,0.00
354:-0.61,1.00,0.03,-1.68,1.74,0.62,403.81,0.00,24.19,4.0,2,0.00,0.00,0.00,0.00
404:-0.60,1.06,0.03,2.90,0.71,2.08,403.79,0.00,24.18,4.0,2,0.00,0.00,0.00,0.00
455:-0.60,1.13,0.05,-1.54,1.07,2.08,403.88,0.00,24.17,4.0,2,0.00,0.00,0.00,0.00
505:-0.60,1.18,0.06,0.37,0.47,1.04,403.88,0.00,24.17,4.0,2,0.00,0.00,0.00,0.00
556:-0.60,1.24,0.06,1.53,1.73,2.02,403.93,0.00,24.16,4.0,20,0.00,0.00,0.00,0.00
606:-0.60,1.30,0.01,0.34,8.05,-2.37,404.21,0.00,24.16,3.8,31,0.00,0.00,0.00,0.00
657:-0.60,1.11,-0.27,38.65,-0.40,-0.91,404.23,0.00,24.16,4.0,33,0.00,0.00,0.00,0.00
707:-0.23,0.61,0.02,22.56,-34.54,1.65,404.28,0.00,24.16,4.0,33,0.00,0.00,0.00,0.00
758:0.26,-0.07,0.07,25.57,19.61,-1.28,404.54,0.00,24.15,3.9,33,0.00,0.00,0.00,0.00
808:0.31,0.46,0.12,-10.72,-6.35,1.53,404.35,0.00,24.14,4.0,33,0.00,0.00,0.00,0.00
859:0.57,-0.29,0.06,14.69,-13.46,-5.98,404.31,0.00,24.13,4.0,33,0.00,0.00,0.00,0.00
